variable_name,role,feature_family,used_in_current_frozen_pipeline,source_location,notes
ntprobnp_median,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
ntprobnp_min,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
ntprobnp_obs_count,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
obs_bp_grp_block,secondary_only,observation_process,yes,src/chapter1_mortality_decomposition/observation_process.py; src/chapter1_mortality_decomposition/pipeline.py; src/chapter1_mortality_decomposition/asic_observation_process_sensitivity.py; ../icu-data-platform/artifacts/asic_harmonized/dynamic/harmonized.csv,Current-block blood-pressure-group observation indicator; exported separately and only optionally merged into primary model-ready.
obs_hr_grp_block,secondary_only,observation_process,yes,src/chapter1_mortality_decomposition/observation_process.py; src/chapter1_mortality_decomposition/pipeline.py; src/chapter1_mortality_decomposition/asic_observation_process_sensitivity.py; ../icu-data-platform/artifacts/asic_harmonized/dynamic/harmonized.csv,Current-block HR-group observation indicator; exported separately and only optionally merged into primary model-ready.
obs_oxy_grp_block,secondary_only,observation_process,yes,src/chapter1_mortality_decomposition/observation_process.py; src/chapter1_mortality_decomposition/pipeline.py; src/chapter1_mortality_decomposition/asic_observation_process_sensitivity.py; ../icu-data-platform/artifacts/asic_harmonized/dynamic/harmonized.csv,Current-block oxygenation-group observation indicator; exported separately and only optionally merged into primary model-ready.
obs_resp_grp_block,secondary_only,observation_process,yes,src/chapter1_mortality_decomposition/observation_process.py; src/chapter1_mortality_decomposition/pipeline.py; src/chapter1_mortality_decomposition/asic_observation_process_sensitivity.py; ../icu-data-platform/artifacts/asic_harmonized/dynamic/harmonized.csv,Current-block respiratory-group observation indicator; exported separately and only optionally merged into primary model-ready.
pct_last,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
pct_max,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
pct_mean,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
pct_median,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
pct_min,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
pct_obs_count,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
troponin_last,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
troponin_max,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
troponin_mean,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
troponin_median,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
troponin_min,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
troponin_obs_count,secondary_only,extended_additional_features,yes,config/ch1_feature_sets.json; src/chapter1_mortality_decomposition/config.py; src/chapter1_mortality_decomposition/carry_forward.py; src/chapter1_mortality_decomposition/model_ready.py; src/chapter1_mortality_decomposition/pipeline.py; ../icu-data-platform/artifacts/asic_harmonized/blocked/asic_8h_blocked_dynamic_features.csv; ../icu-data-platform/artifacts/asic_harmonized/cohort/chapter1_retained_stays.csv,Extended-additional derived feature built in the current extended feature-set branch; not part of the shared primary contract.
tsl_bp_grp_h,secondary_only,observation_process,yes,src/chapter1_mortality_decomposition/observation_process.py; src/chapter1_mortality_decomposition/pipeline.py; src/chapter1_mortality_decomposition/asic_observation_process_sensitivity.py; ../icu-data-platform/artifacts/asic_harmonized/dynamic/harmonized.csv,Hours since last blood-pressure-group observation; exported separately and only optionally merged into primary model-ready.
tsl_hr_grp_h,secondary_only,observation_process,yes,src/chapter1_mortality_decomposition/observation_process.py; src/chapter1_mortality_decomposition/pipeline.py; src/chapter1_mortality_decomposition/asic_observation_process_sensitivity.py; ../icu-data-platform/artifacts/asic_harmonized/dynamic/harmonized.csv,Hours since last HR-group observation; exported separately and only optionally merged into primary model-ready.
tsl_oxy_grp_h,secondary_only,observation_process,yes,src/chapter1_mortality_decomposition/observation_process.py; src/chapter1_mortality_decomposition/pipeline.py; src/chapter1_mortality_decomposition/asic_observation_process_sensitivity.py; ../icu-data-platform/artifacts/asic_harmonized/dynamic/harmonized.csv,Hours since last oxygenation-group observation; exported separately and only optionally merged into primary model-ready.
tsl_resp_grp_h,secondary_only,observation_process,yes,src/chapter1_mortality_decomposition/observation_process.py; src/chapter1_mortality_decomposition/pipeline.py; src/chapter1_mortality_decomposition/asic_observation_process_sensitivity.py; ../icu-data-platform/artifacts/asic_harmonized/dynamic/harmonized.csv,Hours since last respiratory-group observation; exported separately and only optionally merged into primary model-ready.
